2010-01-09	7	749	181.51	149.92	1398	747	3764.81	12669.41
2010-01-09	8	1119	262.89	205.46	2518	1258	4325.52	15968.83
2010-01-09	9	1689	425.38	310.58	3710	1921	5599.61	21792.29
2010-01-10	0	3907	1615.57	1155.75	11551	5343	16438.32	67468.24
2010-01-10	1	3661	1406.08	979.24	10421	4843	15540.32	61127.8
2010-01-10	10	1901	500.11	355.6	4443	2256	6685.78	25745.67
2010-01-10	11	2403	731.34	508.73	6083	2985	9030.49	35131.97
2010-01-10	12	2752	927.66	654.4	7129	3494	10644.97	42474.45
2010-01-10	13	2833	948.05	683.13	7073	3463	10670.46	42925.24
2010-01-10	14	2811	952.88	704.58	6954	3404	11211.11	44753.33
2010-01-10	15	2814	958.04	712.89	7054	3358	12051.3	46705.93
2010-01-10	16	2822	1007.02	745.49	7095	3473	12290.43	47810.05
2010-01-10	17	2949	1091.0	802.14	7719	3738	12938.19	50182.16
2010-01-10	18	3026	1083.28	787.96	7591	3714	12753.6	49671.21
2010-01-10	19	2795	926.51	665.81	6833	3300	11453.3	43705.91
2010-01-10	2	3293	1195.44	825.68	8964	4165	13800.88	53228.29
2010-01-10	20	2515	811.32	577.24	6321	3119	10619.27	40002.33
2010-01-10	21	2443	776.57	555.12	6155	2933	11205.9	40507.99
2010-01-10	22	2178	650.54	475.99	5065	2448	9740.99	35032.68
2010-01-10	23	1696	504.1	374.92	3867	1880	7908.72	28038.14
2010-01-10	3	2626	890.64	613.39	6698	3128	10693.85	40811.61
2010-01-10	4	1591	446.41	344.03	3352	1547	6427.04	23571.06
2010-01-10	5	550	132.82	108.39	1120	507	2567.34	8775.03
2010-01-10	6	471	117.43	98.57	968	468	2814.64	9312.88
2010-01-10	7	590	131.38	112.68	1158	565	3069.97	10325.81
2010-01-10	8	867	197.5	156.22	1845	904	3844.3	13279.4
2010-01-10	9	1338	316.11	236.7	3058	1504	5035.26	18690.5
2010-01-11	0	1124	286.03	230.5	2345	1099	5192.26	18002.92
2010-01-11	1	636	160.99	128.83	1257	625	2856.6	9965.14
2010-01-11	10	2943	980.08	743.42	6225	3196	10924.9	44335.4
2010-01-11	11	2626	805.69	615.93	5587	2917	9652.6	38665.89
2010-01-11	12	2558	795.22	598.62	5709	2936	9041.97	37504.44
2010-01-11	13	2555	793.33	586.48	5900	2979	8837.87	36895.66
2010-01-11	14	2670	866.4	641.34	6207	3122	9449.64	39412.08
2010-01-11	15	2709	904.87	695.39	6145	3135	10420.46	42323.23
2010-01-11	16	2521	807.57	620.85	5668	2862	9675.26	38726.79
2010-01-11	17	3037	1123.85	823.61	7909	4069	11148.7	47721.87
2010-01-11	18	3795	1524.99	1073.56	10342	5145	14551.89	62408.7
2010-01-11	19	3886	1461.55	988.8	10211	5100	14774.55	61247.69
2010-01-11	2	344	87.41	66.44	755	357	1356.29	4878.42
2010-01-11	20	3576	1279.41	867.78	9026	4534	14369.49	56493.89
2010-01-11	21	3264	1191.91	801.6	8478	4289	14501.71	54765.4
2010-01-11	22	2944	992.97	691.78	6878	3488	12914.63	47950.04
2010-01-11	23	2220	666.72	481.47	4908	2474	9485.51	34791.57
2010-01-11	3	231	46.06	37.63	438	216	769.03	2870.34
2010-01-11	4	269	58.92	52.01	562	256	1418.76	4666.76
2010-01-11	5	505	123.44	102.26	1011	529	2958.28	9734.13
2010-01-11	6	1312	361.52	267.07	3016	1586	6201.1	21640.59
2010-01-11	7	2579	913.67	639.62	6631	3425	11104.86	42019.86
2010-01-11	8	3455	1505.79	1049.65	9529	4952	14006.17	58939.63
2010-01-11	9	3555	1442.35	1030.88	8249	4404	13729.05	58092.17
2010-01-12	0	1494	402.87	300.58	3272	1553	6102.95	22338.91
2010-01-12	1	865	207.7	162.33	1823	867	3374.37	12321.11
2010-01-12	10	3268	1118.77	821.03	7202	3710	10848.98	47014.0
2010-01-12	11	2881	908.19	684.71	6342	3256	9572.84	40767.26
2010-01-12	12	2938	972.01	730.84	6709	3379	10075.9	43347.96
2010-01-12	13	2922	935.6	708.47	6495	3334	10055.76	42743.41
2010-01-12	14	3031	1057.59	795.09	6949	3508	11024.54	46702.62
2010-01-12	15	3002	1089.07	835.77	6972	3475	12122.17	49356.4
2010-01-12	16	2647	904.91	686.13	6152	3058	10256.54	41687.06
2010-01-12	17	3053	1146.35	852.98	8113	4013	11498.67	49144.81
2010-01-12	18	3834	1624.29	1153.73	10942	5398	14563.49	64439.7
2010-01-12	19	4118	1726.76	1161.06	11661	5835	16289.42	69343.16
2010-01-12	2	495	115.68	89.1	1010	496	1744.07	6415.09
2010-01-12	20	4086	1616.18	1074.84	11169	5579	17191.35	68642.38
2010-01-12	21	3888	1551.07	1024.11	10773	5380	17175.77	67426.35
2010-01-12	22	3659	1386.27	957.96	9703	4745	16153.52	62741.23
2010-01-12	23	2887	934.14	669.64	6793	3333	12340.5	45994.89
2010-01-12	3	320	66.85	53.45	654	317	1069.45	3995.97
2010-01-12	4	262	53.8	47.24	531	242	1223.31	4055.12
2010-01-12	5	444	97.04	82.22	886	456	2266.41	7465.26
2010-01-12	6	1211	311.76	231.19	2706	1404	5117.75	18030.17
2010-01-12	7	2663	929.17	641.84	6676	3564	10653.67	41484.17
2010-01-12	8	3667	1555.92	1094.54	9854	5200	14224.06	61557.29
2010-01-12	9	3841	1551.96	1099.32	9431	4894	13731.76	60741.76
2010-01-13	0	1986	543.63	412.87	4095	2015	8230.34	29709.3
2010-01-13	1	1124	287.16	216.83	2205	1111	4256.99	15621.31
2010-01-13	10	3280	1163.2	841.7	7560	3859	11428.5	49019.67
2010-01-13	11	3082	1025.8	771.58	6854	3522	10987.19	46399.67
2010-01-13	12	3037	1037.95	779.87	6797	3500	10633.08	45943.22
2010-01-13	13	3009	1038.04	777.96	7155	3568	10815.78	46452.78
2010-01-13	14	3239	1203.31	913.38	7662	3877	13031.59	54288.07
2010-01-13	15	2988	1087.99	826.95	6999	3469	12060.8	49771.2
2010-01-13	16	2633	892.33	689.98	5877	2970	10258.66	41836.11
2010-01-13	17	3126	1182.41	894.22	8158	4059	12114.16	51134.08
2010-01-13	18	3903	1626.72	1151.74	11009	5338	14478.2	64223.04
2010-01-13	19	4174	1722.53	1198.0	11597	5711	16856.37	70626.16
2010-01-13	2	644	151.18	117.95	1340	636	2341.67	8639.45
2010-01-13	20	4108	1645.83	1110.97	11320	5596	17473.76	69995.23
2010-01-13	21	3966	1628.51	1088.01	11340	5567	18834.18	72294.06
2010-01-13	22	3731	1458.87	980.97	10252	4957	17494.2	66311.68
2010-01-13	23	2980	1007.52	713.54	7200	3508	12828.5	47982.19
2010-01-13	3	396	90.6	70.65	826	396	1439.67	5231.62
2010-01-13	4	329	75.22	63.25	669	323	1619.03	5500.1
2010-01-13	5	518	123.53	104.38	1074	521	3042.16	9962.68
2010-01-13	6	1348	363.24	273.3	3123	1616	6309.14	21944.64
2010-01-13	7	2796	992.81	682.65	7132	3750	11624.59	44799.23
2010-01-13	8	3718	1680.82	1160.97	10457	5403	15444.5	65671.5
2010-01-13	9	3919	1709.76	1196.32	10133	5234	15351.86	67424.85
2010-01-14	0	2176	627.91	466.64	4895	2301	8806.27	32711.89
2010-01-14	1	1231	297.25	228.15	2430	1202	4421.89	16464.37
2010-01-14	10	3156	1095.2	799.81	6931	3602	10324.61	45255.14
2010-01-14	11	2942	950.06	724.32	6251	3317	9860.26	42084.26
2010-01-14	12	3045	1045.16	803.46	6598	3490	10633.59	46223.63
2010-01-14	13	2967	989.99	766.57	6458	3308	10726.99	45281.36
2010-01-14	14	3105	1094.53	832.92	7065	3635	11281.66	48034.96
2010-01-14	15	3007	1114.88	874.34	6638	3420	12290.14	50623.76
2010-01-14	16	2703	930.26	745.98	5813	2926	10729.92	43127.49
